Questions,Followers,Answered,Link
What hardware do you need to compete effectively on Kaggle? How expensive would it be to use a cloud-based vendor for a reasonable configuration?,9,1,/What-hardware-do-you-need-to-compete-effectively-on-Kaggle-How-expensive-would-it-be-to-use-a-cloud-based-vendor-for-a-reasonable-configuration
Is there a clear solution for Titanic machine learning kaggle porblem?,2,0,/unanswered/Is-there-a-clear-solution-for-Titanic-machine-learning-kaggle-porblem
How can I make use of working on old datasets/competitions on Kaggle to add a resume value?,5,1,/How-can-I-make-use-of-working-on-old-datasets-competitions-on-Kaggle-to-add-a-resume-value
What are the competitions still worth looking into Kaggle?,2,0,/unanswered/What-are-the-competitions-still-worth-looking-into-Kaggle
"With the price of oil precipitously dropping, how does the business outlook appear for small tech companies that have tried to focus and capitalize on the energy market (such as Kaggle, Ayasdi)?",10,0,/unanswered/With-the-price-of-oil-precipitously-dropping-how-does-the-business-outlook-appear-for-small-tech-companies-that-have-tried-to-focus-and-capitalize-on-the-energy-market-such-as-Kaggle-Ayasdi
How do I verify my number in Kaggle?,2,0,/unanswered/How-do-I-verify-my-number-in-Kaggle
Does Google Colab provide GPU support like Kaggle?,2,0,/unanswered/Does-Google-Colab-provide-GPU-support-like-Kaggle
What are the deep learning research questions that Kaggle and Google are tackling now?,2,0,/unanswered/What-are-the-deep-learning-research-questions-that-Kaggle-and-Google-are-tackling-now
What is the procedure to submit a project on the Kaggle site?,2,1,/What-is-the-procedure-to-submit-a-project-on-the-Kaggle-site
"In the Kaggle-Quora question pairs competition, how do I check what the accuracy may be in percentages or another form (other than in log loss)?",9,0,/unanswered/In-the-Kaggle-Quora-question-pairs-competition-how-do-I-check-what-the-accuracy-may-be-in-percentages-or-another-form-other-than-in-log-loss
How do you plan a Kaggle-like data science competition where many of the participants are non-technical yet have high domain knowledge on the problem?,9,1,/How-do-you-plan-a-Kaggle-like-data-science-competition-where-many-of-the-participants-are-non-technical-yet-have-high-domain-knowledge-on-the-problem
What is the minimum time that you've taken to solve a challenge on Kaggle?,4,0,/unanswered/What-is-the-minimum-time-that-youve-taken-to-solve-a-challenge-on-Kaggle
What's the size of the download from this command ``docker run --rm -it kaggle/rstats``?,2,1,/Whats-the-size-of-the-download-from-this-command-docker-run-rm-it-kaggle-rstats
How much should we do LeetCode and Kaggle for our data science jobs?,4,0,/unanswered/How-much-should-we-do-LeetCode-and-Kaggle-for-our-data-science-jobs
"Would Balaji Viswanathan recruit any school student in India as an engineer, in his startup, who has an impressive GitHub and Kaggle performances?",5,1,/Would-Balaji-Viswanathan-recruit-any-school-student-in-India-as-an-engineer-in-his-startup-who-has-an-impressive-GitHub-and-Kaggle-performances
How far can Kaggle help you in your professional career?,1,1,/How-far-can-Kaggle-help-you-in-your-professional-career
Is there a problem classifier for Kaggle that sorts the problem by difficulty?,3,0,/unanswered/Is-there-a-problem-classifier-for-Kaggle-that-sorts-the-problem-by-difficulty
Why did Google acquire Kaggle according to you? Are they weeding out the competition?,1,0,/unanswered/Why-did-Google-acquire-Kaggle-according-to-you-Are-they-weeding-out-the-competition
How do I(High School Student) start solving Machine Learning problems on Kaggle or apply knowledge learned from MOOCs and books?,7,1,/How-do-I-High-School-Student-start-solving-Machine-Learning-problems-on-Kaggle-or-apply-knowledge-learned-from-MOOCs-and-books
"Is it typically harder to get a certain given machine learning result such as a fixed ROC curve score, accuracy score, etc on a Kaggle competition or on a work project?",8,1,/Is-it-typically-harder-to-get-a-certain-given-machine-learning-result-such-as-a-fixed-ROC-curve-score-accuracy-score-etc-on-a-Kaggle-competition-or-on-a-work-project
What does Kaggle acquisition by Google mean for crowdsourcing?,1,0,/unanswered/What-does-Kaggle-acquisition-by-Google-mean-for-crowdsourcing
What is best strategy that I should adopt to get good rank in Kaggle competition for data scientists?,6,1,/What-is-best-strategy-that-I-should-adopt-to-get-good-rank-in-Kaggle-competition-for-data-scientists
"I am new to the field of data science and machine learning algorithms. After I built a simple model in Kaggle for the Titanic dataset, what are the next steps I should take to improve my machine learning skills?",10,1,/I-am-new-to-the-field-of-data-science-and-machine-learning-algorithms-After-I-built-a-simple-model-in-Kaggle-for-the-Titanic-dataset-what-are-the-next-steps-I-should-take-to-improve-my-machine-learning-skills
Will I be able to solve Kaggle competition problems by doing a DBDA course of CDAC?,2,1,/Will-I-be-able-to-solve-Kaggle-competition-problems-by-doing-a-DBDA-course-of-CDAC
Does kaggle pay to people who upload data?,2,0,/unanswered/Does-kaggle-pay-to-people-who-upload-data
Can we do a collaborative social open data project in kaggle?,0,0,/unanswered/Can-we-do-a-collaborative-social-open-data-project-in-kaggle
Have there been any companies formed that have been born out of Kaggle (company) competitions?,4,0,/Have-there-been-any-companies-formed-that-have-been-born-out-of-Kaggle-company-competitions
"Is there a self-paced site such as rosalind.info, project euler, or kaggle for NLP or computational linguistics?",4,0,/unanswered/Is-there-a-self-paced-site-such-as-rosalind-info-project-euler-or-kaggle-for-NLP-or-computational-linguistics
How is citing the NIPS papers dataset available at Kaggle?,0,0,/unanswered/How-is-citing-the-NIPS-papers-dataset-available-at-Kaggle
What's the best way to list Kaggle on your CV for entry level data science positions?,1,1,/Whats-the-best-way-to-list-Kaggle-on-your-CV-for-entry-level-data-science-positions
Is Kaggle corrupt?,3,0,/unanswered/Is-Kaggle-corrupt
Should I add Kaggle into my CV when applying for master and PhD's degrees in Machine learning/ Data mining?,4,1,/Should-I-add-Kaggle-into-my-CV-when-applying-for-master-and-PhDs-degrees-in-Machine-learning-Data-mining
"What would be a good site to get datasets for data science analysis, other than Kaggle?",2,1,/What-would-be-a-good-site-to-get-datasets-for-data-science-analysis-other-than-Kaggle
"How do I work on a Kaggle dataset, in AWS, without downloading it to my system?",2,1,/How-do-I-work-on-a-Kaggle-dataset-in-AWS-without-downloading-it-to-my-system
Is 'Kaggle Learn' a good start to learn data science?,2,0,/unanswered/Is-Kaggle-Learn-a-good-start-to-learn-data-science
What are your thoughts on leakage being so common in Kaggle competitions and how to prevent it in the future?,3,0,/unanswered/What-are-your-thoughts-on-leakage-being-so-common-in-Kaggle-competitions-and-how-to-prevent-it-in-the-future
"Is there a platform that allows businesses to share their problems publicly for users to compete for the best solution, kind of like Kaggle but not just for data science?",5,1,/Is-there-a-platform-that-allows-businesses-to-share-their-problems-publicly-for-users-to-compete-for-the-best-solution-kind-of-like-Kaggle-but-not-just-for-data-science
How do I participate in Kaggle and Analytic Vidya? I am a fresh data science enthusiast and both of these online forums are ocean.,7,1,/How-do-I-participate-in-Kaggle-and-Analytic-Vidya-I-am-a-fresh-data-science-enthusiast-and-both-of-these-online-forums-are-ocean
Can I dive into a Kaggle competition without any data science and machine learning knowledge or should I learn some basics first?,6,1,/Can-I-dive-into-a-Kaggle-competition-without-any-data-science-and-machine-learning-knowledge-or-should-I-learn-some-basics-first
"In hopes of being a data scientist, this summer I've learned several machine algorithms, done a couple of projects, and made a submission to Kaggle. What should I do next?",10,1,/In-hopes-of-being-a-data-scientist-this-summer-Ive-learned-several-machine-algorithms-done-a-couple-of-projects-and-made-a-submission-to-Kaggle-What-should-I-do-next
I want to host a data analytics contest on Kaggle. Can I get an insight on how to do it and will I get value for money?,6,1,/I-want-to-host-a-data-analytics-contest-on-Kaggle-Can-I-get-an-insight-on-how-to-do-it-and-will-I-get-value-for-money
What are some new exciting stuff that we can look forward to in regards to Kaggle?,2,1,/unanswered/What-are-some-new-exciting-stuff-that-we-can-look-forward-to-in-regards-to-Kaggle
What should I learn to work as a machine learning engineer or a data science engineer at Amazon? I’ve already done Andrew Ng’s course and participated once in Kaggle. What’s next? What do I read that is specific to Amazon?,66,1,/What-should-I-learn-to-work-as-a-machine-learning-engineer-or-a-data-science-engineer-at-Amazon-I’ve-already-done-Andrew-Ng’s-course-and-participated-once-in-Kaggle-What’s-next-What-do-I-read-that-is-specific-to-Amazon
"Have you ever worked and participated on Kaggle? If yes, how has it helped you/benefitted you?",5,0,/unanswered/Have-you-ever-worked-and-participated-on-Kaggle-If-yes-how-has-it-helped-you-benefitted-you
What is Kaggle's growth strategy?,1,0,/unanswered/What-is-Kaggles-growth-strategy
What is your approach to solving image related problems on Kaggle?,3,0,/unanswered/What-is-your-approach-to-solving-image-related-problems-on-Kaggle
Can I find a job in data science if I follow all three Dataquest.io paths rigourusly and work on my skills on Kaggle and sites alike?,6,1,/Can-I-find-a-job-in-data-science-if-I-follow-all-three-Dataquest-io-paths-rigourusly-and-work-on-my-skills-on-Kaggle-and-sites-alike
"What is the recommended amount of RAM to put in a system for Kaggle competitions at the beginner, intermediate, and advanced levels?",3,1,/What-is-the-recommended-amount-of-RAM-to-put-in-a-system-for-Kaggle-competitions-at-the-beginner-intermediate-and-advanced-levels
"If we solve a kaggle competition, do we get cash prizes?",4,0,/unanswered/If-we-solve-a-kaggle-competition-do-we-get-cash-prizes
Why did Quora launch a Kaggle competition to detect insincere questions?,3,0,/unanswered/Why-did-Quora-launch-a-Kaggle-competition-to-detect-insincere-questions
Would you consider doing machine learning competitions (such as Kaggle) as a full-time job if they would be financially more profitable?,5,1,/Would-you-consider-doing-machine-learning-competitions-such-as-Kaggle-as-a-full-time-job-if-they-would-be-financially-more-profitable
What kinds of quantum computing problems would make useful Kaggle challenges?,1,1,/What-kinds-of-quantum-computing-problems-would-make-useful-Kaggle-challenges
How did you get the idea of Kaggle?,0,0,/unanswered/How-did-you-get-the-idea-of-Kaggle
"If I delete my Kaggle account, can I create a new one with the same email? I am asking because I can't change my kaggle username.",1,0,/unanswered/If-I-delete-my-Kaggle-account-can-I-create-a-new-one-with-the-same-email-I-am-asking-because-I-cant-change-my-kaggle-username
As a beginner what to write in Kaggle bio? Any suggestions it would be appreciable?,2,1,/As-a-beginner-what-to-write-in-Kaggle-bio-Any-suggestions-it-would-be-appreciable
How do I check my leaderboard rank for the exercise competitions on Kaggle?,2,0,/unanswered/How-do-I-check-my-leaderboard-rank-for-the-exercise-competitions-on-Kaggle
What are the best articles to read on Kaggle to improve my score?,4,1,/unanswered/What-are-the-best-articles-to-read-on-Kaggle-to-improve-my-score
How can I build a data science game like Kaggle?,1,1,/How-can-I-build-a-data-science-game-like-Kaggle
"Why is DrivenData not so popular, compared to Kaggle? I found DrivenData's problems quite interesting & challenging.",3,1,/Why-is-DrivenData-not-so-popular-compared-to-Kaggle-I-found-DrivenDatas-problems-quite-interesting-challenging
Can I create a tutorial about the competition hosted on Kaggle after it ended on my blog?,8,0,/unanswered/Can-I-create-a-tutorial-about-the-competition-hosted-on-Kaggle-after-it-ended-on-my-blog
"What are the pre-requisites before I start to solve ""Titanic Machine Learning Problem"" on Kaggle? I am fairly competent in basic Python and basics of machine learning (The math and the algorithms).",10,1,/What-are-the-pre-requisites-before-I-start-to-solve-Titanic-Machine-Learning-Problem-on-Kaggle-I-am-fairly-competent-in-basic-Python-and-basics-of-machine-learning-The-math-and-the-algorithms
Why does Kaggle promote Python only? Why not R (even they don't have any micro-course in or related to R)?,3,1,/Why-does-Kaggle-promote-Python-only-Why-not-R-even-they-dont-have-any-micro-course-in-or-related-to-R
What are some successful ventures that have emerged from Kaggle?,4,1,/q/xihpdhidtopqggpr/What-are-some-successful-ventures-that-have-emerged-from-Kaggle
What are some books for a beginner in machine learning with some programming experience to learn solving Kaggle competitions?,4,0,/unanswered/What-are-some-books-for-a-beginner-in-machine-learning-with-some-programming-experience-to-learn-solving-Kaggle-competitions
What is the difference between Kaggle Kernels and Jupyter/iPython notebook?,1,0,/unanswered/What-is-the-difference-between-Kaggle-Kernels-and-Jupyter-iPython-notebook
Should I post the same dataset on both GitHub and Kaggle?,2,0,/unanswered/Should-I-post-the-same-dataset-on-both-GitHub-and-Kaggle
How can I read a CSV file in Kaggle?,1,1,/How-can-I-read-a-CSV-file-in-Kaggle
"What are your thoughts on this really cool relatively new Advanced Machine Learning specialization that includes advanced machine learning techniques for Kaggle, Bayesian Statistics, Deep Learning and reinforcement Learning courses?",29,1,/What-are-your-thoughts-on-this-really-cool-relatively-new-Advanced-Machine-Learning-specialization-that-includes-advanced-machine-learning-techniques-for-Kaggle-Bayesian-Statistics-Deep-Learning-and-reinforcement
"As a PhD, how to improve the odds of getting a Data Scientist job position? Brush up my curriculum with side projects? Enter Kaggle competitions?",6,1,/As-a-PhD-how-to-improve-the-odds-of-getting-a-Data-Scientist-job-position-Brush-up-my-curriculum-with-side-projects-Enter-Kaggle-competitions
How can we participate in Kaggle and Topcoder for winning prizes?,2,1,/How-can-we-participate-in-Kaggle-and-Topcoder-for-winning-prizes
Is there any tutorial for step-by-step explanations on the Kaggle Titanic problem?,2,0,/unanswered/Is-there-any-tutorial-for-step-by-step-explanations-on-the-Kaggle-Titanic-problem
"Can I use proprietary tools (Excel, MATLAB) when participating in Kaggle competitions?",1,1,/Can-I-use-proprietary-tools-Excel-MATLAB-when-participating-in-Kaggle-competitions
Where can I find a guide for Kaggle projects?,1,0,/unanswered/Where-can-I-find-a-guide-for-Kaggle-projects
"Has anyone become rich by winning a programming or data science competition online (Kaggle, Topcoder, etc.)?",3,1,/Has-anyone-become-rich-by-winning-a-programming-or-data-science-competition-online-Kaggle-Topcoder-etc
What is your opinion of Kaggle Grandmaster Pavel Pleskov getting banned for cheating in competition?,1,1,/What-is-your-opinion-of-Kaggle-Grandmaster-Pavel-Pleskov-getting-banned-for-cheating-in-competition
"How can we check for authenticity of datasets available in sites such as Kaggle, UCI, Scikit-learn etc...?",7,0,/unanswered/How-can-we-check-for-authenticity-of-datasets-available-in-sites-such-as-Kaggle-UCI-Scikit-learn-etc
Will Kaggle's focus on the oil and gas industry change the way it runs or the number of competitions it hosts?,40,1,/Will-Kaggles-focus-on-the-oil-and-gas-industry-change-the-way-it-runs-or-the-number-of-competitions-it-hosts
How can I learn the advanced topics in machine learning data science? I have done some basic course on Udemy and Udacity and started solving problems on Kaggle.,9,0,/unanswered/How-can-I-learn-the-advanced-topics-in-machine-learning-data-science-I-have-done-some-basic-course-on-Udemy-and-Udacity-and-started-solving-problems-on-Kaggle
Where can I get solutions to the machine learning problems of Kaggle?,3,0,/unanswered/Where-can-I-get-solutions-to-the-machine-learning-problems-of-Kaggle
How do we extract the Kaggle dataset for malware detection using machine learning?,6,0,/unanswered/How-do-we-extract-the-Kaggle-dataset-for-malware-detection-using-machine-learning
Do I need to have knowledge in statistics for Kaggle? What do I really need to know to become a grandmaster?,3,1,/Do-I-need-to-have-knowledge-in-statistics-for-Kaggle-What-do-I-really-need-to-know-to-become-a-grandmaster
"How long did it take you to become a Kaggle Expert, and what did you do during that time?",4,1,/How-long-did-it-take-you-to-become-a-Kaggle-Expert-and-what-did-you-do-during-that-time
"Are the ratings of TopCoder, CodeChef, Codeforces, and Kaggle relevant for experienced software developers/engineers while applying for jobs in top software firms?",3,1,/Are-the-ratings-of-TopCoder-CodeChef-Codeforces-and-Kaggle-relevant-for-experienced-software-developers-engineers-while-applying-for-jobs-in-top-software-firms
What is the URL for a Kaggle dataset used in malware detection?,1,0,/unanswered/What-is-the-URL-for-a-Kaggle-dataset-used-in-malware-detection
Why is the Kaggle website not loading only on my laptop?,2,0,/unanswered/Why-is-the-Kaggle-website-not-loading-only-on-my-laptop
Shouldn't scores on the leaderboards of DS/ML competitions on websites such as Kaggle be considered validation scores as opposed to test scores?,2,1,/Shouldnt-scores-on-the-leaderboards-of-DS-ML-competitions-on-websites-such-as-Kaggle-be-considered-validation-scores-as-opposed-to-test-scores
How can I learn feature engineering for machine learning in R? Are there any good tutorials except the Titanic Kaggle kernel?,3,1,/How-can-I-learn-feature-engineering-for-machine-learning-in-R-Are-there-any-good-tutorials-except-the-Titanic-Kaggle-kernel
Is it okay that I am using Excel for Kaggle projects I want to put on my resume?,1,1,/Is-it-okay-that-I-am-using-Excel-for-Kaggle-projects-I-want-to-put-on-my-resume
Can we use neural networks to solve Kaggle problems?,3,0,/unanswered/Can-we-use-neural-networks-to-solve-Kaggle-problems
What are the differences between Topcoder and Kaggle in terms of data science competitions and prize money?,5,0,/unanswered/What-are-the-differences-between-Topcoder-and-Kaggle-in-terms-of-data-science-competitions-and-prize-money
How do I win a Kaggle Box Office Prediction Competition?,2,0,/unanswered/How-do-I-win-a-Kaggle-Box-Office-Prediction-Competition
What could be a boost for Kaggle now that Google has taken it over?,0,0,/unanswered/What-could-be-a-boost-for-Kaggle-now-that-Google-has-taken-it-over
How can I fix 'Kaggle machine learning' in Python?,1,0,/unanswered/How-can-I-fix-Kaggle-machine-learning-in-Python
How do you manage to make multiple kaggle submissions per day if it can take a whole day to tune hyperparameters?,1,1,/How-do-you-manage-to-make-multiple-kaggle-submissions-per-day-if-it-can-take-a-whole-day-to-tune-hyperparameters
"Can we say that what TopCoder is to Software Engineering, Kaggle is to Data Science ? Many people compete at Kaggle but it has very little to do with real data science acumen.",2,1,/Can-we-say-that-what-TopCoder-is-to-Software-Engineering-Kaggle-is-to-Data-Science-Many-people-compete-at-Kaggle-but-it-has-very-little-to-do-with-real-data-science-acumen
What are some nice Kaggle datasets about MBTI personality types?,3,0,/unanswered/What-are-some-nice-Kaggle-datasets-about-MBTI-personality-types
What is Kaggle's focus on helping a budding aspirant in becoming a data scientist?,14,0,/unanswered/What-is-Kaggles-focus-on-helping-a-budding-aspirant-in-becoming-a-data-scientist
What is the hardware configuration required to do well in Kaggle like competitions?,2,0,/unanswered/What-is-the-hardware-configuration-required-to-do-well-in-Kaggle-like-competitions
Is it real to win a small Kaggle competition with my graphics card Nvidia 610 or using the free 2 hours in a Crestle account?,2,0,/unanswered/Is-it-real-to-win-a-small-Kaggle-competition-with-my-graphics-card-Nvidia-610-or-using-the-free-2-hours-in-a-Crestle-account
How is UW's machine learning certification compared to Udacity's ML engineer nanodegree in terms of course content and depth? My goal for taking the course is to be able to apply to ML software engineering jobs and participate in Kaggle competitions.,256,0,/unanswered/How-is-UWs-machine-learning-certification-compared-to-Udacitys-ML-engineer-nanodegree-in-terms-of-course-content-and-depth-My-goal-for-taking-the-course-is-to-be-able-to-apply-to-ML-software-engineering-jobs-and-participate-in-Kaggle-competitions
What are the best YouTube channels for Kaggle data science live projects?,2,0,/unanswered/What-are-the-best-YouTube-channels-for-Kaggle-data-science-live-projects
"What is the nature of most of the competitors on Kaggle, e.g., are these folks mostly academics, or mostly research groups, et cetera, and what would be a good achievement for an amateur data scientist competing solo in a competition of 3,000 teams?",15,1,/What-is-the-nature-of-most-of-the-competitors-on-Kaggle-e-g-are-these-folks-mostly-academics-or-mostly-research-groups-et-cetera-and-what-would-be-a-good-achievement-for-an-amateur-data-scientist-competing-solo-in-a-competition-of-3-000-teams
How do companies treat a top performer from Kaggle during a job interview?,2,0,/unanswered/How-do-companies-treat-a-top-performer-from-Kaggle-during-a-job-interview
"With lots of resources for learning like coursera and for practical competition like Kaggle etc , is it advisable to do Masters to learn machine learning and apply it to industry?",7,1,/With-lots-of-resources-for-learning-like-coursera-and-for-practical-competition-like-Kaggle-etc-is-it-advisable-to-do-Masters-to-learn-machine-learning-and-apply-it-to-industry
"How would you rate Jupyter, Colab, and Kaggle kernels for EDA and ML?",2,0,/unanswered/How-would-you-rate-Jupyter-Colab-and-Kaggle-kernels-for-EDA-and-ML
Is deep learning required for data science? Do Kaggle participants use neural networks?,1,1,/Is-deep-learning-required-for-data-science-Do-Kaggle-participants-use-neural-networks
How do you know what to do with the Kaggle dataset for the first time?,2,0,/unanswered/How-do-you-know-what-to-do-with-the-Kaggle-dataset-for-the-first-time
"From an end user prospective, what improvements will joining Google bring to Kaggle?",0,0,/unanswered/From-an-end-user-prospective-what-improvements-will-joining-Google-bring-to-Kaggle
Are there any or challenges that are similar to Kaggle's competitions?,4,0,/unanswered/Are-there-any-or-challenges-that-are-similar-to-Kaggles-competitions
"How does overfitting work (XGBoost, cross validation, overfitting, Kaggle, and data science)?",4,0,/unanswered/How-does-overfitting-work-XGBoost-cross-validation-overfitting-Kaggle-and-data-science
What were some challenges that Kaggle faced when trying to do data science for natural gas & oil?,2,0,/unanswered/What-were-some-challenges-that-Kaggle-faced-when-trying-to-do-data-science-for-natural-gas-oil
What is a solution to Kaggle's Bike Sharing Demand competition?,3,0,/unanswered/What-is-a-solution-to-Kaggles-Bike-Sharing-Demand-competition
I have studied all the ML algorithm and participated in some kaggle competion can I get an internship now?,5,1,/I-have-studied-all-the-ML-algorithm-and-participated-in-some-kaggle-competion-can-I-get-an-internship-now
What are the techniques that the seasoned kaggle users employ to do well in competitions?,2,1,/What-are-the-techniques-that-the-seasoned-kaggle-users-employ-to-do-well-in-competitions
Does the Kaggle Micro Coures certification help to get a job in ML for a fresher?,1,0,/unanswered/Does-the-Kaggle-Micro-Coures-certification-help-to-get-a-job-in-ML-for-a-fresher
Is there anybody here who has won Kaggle Chalky? How was your experience?,3,0,/unanswered/Is-there-anybody-here-who-has-won-Kaggle-Chalky-How-was-your-experience
What happened to Kaggle's old focus on data science for natural gas and oil?,6,0,/unanswered/What-happened-to-Kaggles-old-focus-on-data-science-for-natural-gas-and-oil
"If Mike West is skilled at machine learning, then why does he not compete at Kaggle? What opinion does he hold about such platforms?",7,0,/unanswered/If-Mike-West-is-skilled-at-machine-learning-then-why-does-he-not-compete-at-Kaggle-What-opinion-does-he-hold-about-such-platforms
"Where can I find easy, previously solved data science problems to bolster my experience of working with data? I know theoretical machine learning and basic Python, but I totally lack the practical experience. Kaggle seems good for advanced people.",37,1,/Where-can-I-find-easy-previously-solved-data-science-problems-to-bolster-my-experience-of-working-with-data-I-know-theoretical-machine-learning-and-basic-Python-but-I-totally-lack-the-practical-experience-Kaggle
What skills are needed if I want to build a website exactly like Kaggle?,1,1,/What-skills-are-needed-if-I-want-to-build-a-website-exactly-like-Kaggle
"How valued would reaching kaggle grandmaster rank in high school be to an admissions officer at UCberkeley, MIT, Stanford or CMU?",2,0,/unanswered/How-valued-would-reaching-kaggle-grandmaster-rank-in-high-school-be-to-an-admissions-officer-at-UCberkeley-MIT-Stanford-or-CMU
"Where can I find students' performance data set for analysis and prediction, except the data set in Kaggle (from the data.gov, and from IbrahimAljarah) and in UCI Machine Learning repository?",8,1,/Where-can-I-find-students-performance-data-set-for-analysis-and-prediction-except-the-data-set-in-Kaggle-from-the-data-gov-and-from-IbrahimAljarah-and-in-UCI-Machine-Learning-repository
Why do I get the path error while running Kaggle?,1,0,/unanswered/Why-do-I-get-the-path-error-while-running-Kaggle
What types of projects can I do besides from Kaggle?,0,0,/unanswered/What-types-of-projects-can-I-do-besides-from-Kaggle
I downloaded a dataset from Kaggle. I can’t import the file in RStudio. It is throwing me an error. What should I do?,5,0,/unanswered/I-downloaded-a-dataset-from-Kaggle-I-can-t-import-the-file-in-RStudio-It-is-throwing-me-an-error-What-should-I-do
"I found the dataset of toxic comments on Kaggle, but it had no information about the annotation process. How to verify the annotation quality of the anonymous dataset?",6,0,/unanswered/I-found-the-dataset-of-toxic-comments-on-Kaggle-but-it-had-no-information-about-the-annotation-process-How-to-verify-the-annotation-quality-of-the-anonymous-dataset
"For those who have posted a reward on Kaggle, what are some learnings you've gathered that you'd recommend to others?",3,0,/unanswered/For-those-who-have-posted-a-reward-on-Kaggle-what-are-some-learnings-youve-gathered-that-youd-recommend-to-others
Can we use the data from Kaggle to publish papers in data science?,2,0,/unanswered/Can-we-use-the-data-from-Kaggle-to-publish-papers-in-data-science
Can we use Kaggle datasets to any country to predict health?,1,0,/unanswered/Can-we-use-Kaggle-datasets-to-any-country-to-predict-health
What machine learning techniques would you suggest for the Mercedes Benz competition on Kaggle?,4,0,/unanswered/What-machine-learning-techniques-would-you-suggest-for-the-Mercedes-Benz-competition-on-Kaggle
How can Kaggle datasets be imported to Google data studio with Google authorization?,3,0,/unanswered/How-can-Kaggle-datasets-be-imported-to-Google-data-studio-with-Google-authorization
What kind of background do you expect from those who wish to participate in the NIPS 2017 competition on Adversarial Attacks and Defences on Kaggle?,2,1,/What-kind-of-background-do-you-expect-from-those-who-wish-to-participate-in-the-NIPS-2017-competition-on-Adversarial-Attacks-and-Defences-on-Kaggle
"If the Big 4 tech companies (Apple, Google, Facebook, Microsoft) are really looking for talents in AI, why they don’t just hire all Kaggle Grandmasters?",6,0,/unanswered/If-the-Big-4-tech-companies-Apple-Google-Facebook-Microsoft-are-really-looking-for-talents-in-AI-why-they-don-t-just-hire-all-Kaggle-Grandmasters
What kind of competitions we can expect after Kaggle's acquisition by Google?,8,0,/unanswered/What-kind-of-competitions-we-can-expect-after-Kaggles-acquisition-by-Google
"Is a second MS in CS from UT Austin worth it if I already have MS EE and 3 years experience in data analytics? Or, is it better to stick to online free courses and kaggle projects outside of work?",8,1,/Is-a-second-MS-in-CS-from-UT-Austin-worth-it-if-I-already-have-MS-EE-and-3-years-experience-in-data-analytics-Or-is-it-better-to-stick-to-online-free-courses-and-kaggle-projects-outside-of-work
Will Kaggle be providing more untidy and messy datasets closer to real world data?,0,0,/unanswered/Will-Kaggle-be-providing-more-untidy-and-messy-datasets-closer-to-real-world-data
Why are some kernels unscored in Kaggle? Does a solution with a low score mean it is better? I'm new to Kaggle and I'm still trying to understand its platform.,10,0,/unanswered/Why-are-some-kernels-unscored-in-Kaggle-Does-a-solution-with-a-low-score-mean-it-is-better-Im-new-to-Kaggle-and-Im-still-trying-to-understand-its-platform
What does one expected to know before entering into competitions like kaggle?,2,1,/What-does-one-expected-to-know-before-entering-into-competitions-like-kaggle
Does the Kaggle expert tag give an edge in data science interviews?,1,0,/unanswered/Does-the-Kaggle-expert-tag-give-an-edge-in-data-science-interviews
Where can I find large data sets for multiple regression based research? I used US census Data as well as sets from Kaggle but I have no other reliable sources!,7,1,/Where-can-I-find-large-data-sets-for-multiple-regression-based-research-I-used-US-census-Data-as-well-as-sets-from-Kaggle-but-I-have-no-other-reliable-sources
How do companies organizing Kaggle challenges make money with it?,1,0,/unanswered/How-do-companies-organizing-Kaggle-challenges-make-money-with-it
"How can I participate more and provide quality comments in online discussions (i.e. MOOCs, Kaggle, etc.)?",4,0,/unanswered/How-can-I-participate-more-and-provide-quality-comments-in-online-discussions-i-e-MOOCs-Kaggle-etc
Can I use IBM Cognitive Class Lab to compete on Kaggle?,2,1,/Can-I-use-IBM-Cognitive-Class-Lab-to-compete-on-Kaggle
How do we do our own project in data science and machine learning after doing basic to little advance projects from Kaggle?,3,0,/unanswered/How-do-we-do-our-own-project-in-data-science-and-machine-learning-after-doing-basic-to-little-advance-projects-from-Kaggle
Can a person who dedicates two months to data science be able to win Kaggle competitions?,5,1,/Can-a-person-who-dedicates-two-months-to-data-science-be-able-to-win-Kaggle-competitions
Where can I find Powerpoint presentations about Kaggle?,0,1,/Where-can-I-find-Powerpoint-presentations-about-Kaggle
"As a machine learning engineer, what opinion does Aman Goel hold about the Kaggle?",4,0,/unanswered/As-a-machine-learning-engineer-what-opinion-does-Aman-Goel-hold-about-the-Kaggle
What are some of papers that use Emergency 911 dataset from kaggle related to data mining for beginners?,4,0,/unanswered/What-are-some-of-papers-that-use-Emergency-911-dataset-from-kaggle-related-to-data-mining-for-beginners
How do I solve predicting the voting outcome of the Kaggle problem?,2,0,/unanswered/How-do-I-solve-predicting-the-voting-outcome-of-the-Kaggle-problem
What are the main differences between Zenodo and Kaggle? Which one would you recommend the most and why?,2,0,/unanswered/What-are-the-main-differences-between-Zenodo-and-Kaggle-Which-one-would-you-recommend-the-most-and-why
What are some good notebooks from Kaggle on image classification?,1,0,/unanswered/What-are-some-good-notebooks-from-Kaggle-on-image-classification
Which plots would you suggest to find useful insights from data in Kaggle?,3,0,/unanswered/Which-plots-would-you-suggest-to-find-useful-insights-from-data-in-Kaggle
Can I get a fresher machine learning or data scientist job solely through Kaggle Performance?,1,0,/unanswered/Can-I-get-a-fresher-machine-learning-or-data-scientist-job-solely-through-Kaggle-Performance
