title,heading,content,tokens
Italy at the 2020 Summer Olympics,Rhythmic,"Italy qualified a squad of rhythmic gymnasts for the group all-around by virtue of a top-three finish at the 2018 World Championships in Sofia. Two more rhythmic gymnasts were added to the roster by finishing in the top sixteen of the individual all-around at the 2019 World Championships in Baku, Azerbaijan.",69
Italy at the 2020 Summer Olympics,Karate,"Italy entered five karateka into the inaugural Olympic tournament. 2018 world champion Angelo Crescenzo (men's 67 kg), runner-up Luigi Busà (men's 75 kg), and bronze medalists Mattia Busato (men's kata) and Viviana Bottaro (women's kata) qualified directly for their respective kumite and kata categories by finishing among the top four karateka at the end of the combined WKF Olympic Rankings. Meanwhile, Silvia Semeraro finished second in the final pool round to secure a spot in the women's kumite +61-kg category at the World Olympic Qualification Tournament in Paris, France.
KumiteKata",148
Italy at the 2020 Summer Olympics,Modern pentathlon,"Italian athletes qualified for the following spots to compete in modern pentathlon. Elena Micheli secured her selection in the women's event with a runner-up finish at the 2019 UIPM World Championships in Budapest, Hungary.",47
Italy at the 2020 Summer Olympics,Rowing,"Italy qualified nine out of fourteen boats for each of the following rowing classes into the Olympic regatta, with the majority of crews confirming Olympic places for their boats at the 2019 FISA World Championships in Ottensheim, Austria.
MenWomenQualification Legend: FA=Final A (medal); FB=Final B (non-medal); FC=Final C (non-medal); FD=Final D (non-medal); FE=Final E (non-medal); FF=Final F (non-medal); SA/B=Semifinals A/B; SC/D=Semifinals C/D; SE/F=Semifinals E/F; QF=Quarterfinals; R=Repechage",158
Italy at the 2020 Summer Olympics,Sailing,"Italian sailors qualified one boat in each of the following classes through the 2018 Sailing World Championships, the individual fleet Worlds, and European qualifying regattas.On February 19, 2021, the Italian Sailing Federation (FIV) nominated three crews to compete in the rescheduled Tokyo 2020, including Rio 2016 Olympians Silvia Zennaro (women's Laser Radial) and 2018 world champion Ruggero Tita, along with his rookie partner Caterina Banti, in the mixed Nacra 17 catamaran. The women's 470 crew (Berta and Caruso) and Rio 2016 windsurfer Mattia Camboni were officially named to the Italian team on March 19, 2021.
MenWomenMixedM = Medal race; EL = Eliminated – did not advance into the medal race",169
Italy at the 2020 Summer Olympics,Shooting,"Italian shooters achieved quota places for the following events by virtue of their best finishes at the 2018 ISSF World Championships, the 2019 ISSF World Cup series, European Championships or Games, and European Qualifying Tournament, as long as they obtained a minimum qualifying score (MQS) by May 31, 2020.On March 2, 2020, the Italian Shotgun Federation officially announced the names of skeet shooters to compete in Tokyo 2020, namely defending champions Gabriele Rossetti and Diana Bacosi, Beijing 2008 gold medalist Chiara Cainero, and rookie Tammaro Cassandro. The rifle and pistol shooters were added to the Italian roster on June 11, 2021, with Marco de Nicolo aiming to collect a single medal at his sixth straight Games.
MenWomenMixed",158
Italy at the 2020 Summer Olympics,Skateboarding,"Italy entered two skateboarders to compete in the men's park at the Games. Ivan Federico and Alessandro Mazzara were automatically selected among the top 16 eligible skateboarders based on the World Skate Olympic Rankings of June 30, 2021.",54
Italy at the 2020 Summer Olympics,Softball,"Italy women's softball team qualified for the Olympics by winning the gold medal and securing a lone outright berth at the final match of the WBSC Women's Softball Qualifying Event for Europe and Africa in Utrecht, Netherlands.
SummaryTeam rosterThe roster was released on 4 July 2021.
Group play",67
Italy at the 2020 Summer Olympics,Sport climbing,"Italy entered three sport climbers into the Olympic tournament. Ludovico Fossali qualified directly for the men's combined event, by advancing to the final and securing one of the seven provisional berths at the 2019 IFSC World Championships in Hachioji, Japan. On the women's side, 18-year-old Laura Rogora finished in the top six of those eligible for qualification at the IFSC World Olympic Qualifying Event in Toulouse, France, earning a quota place and joining with Fossali on the Italian roster. The third and final slot was awarded to Michael Piccolruaz, after accepting an unused berth, as the next highest-ranked sport climber vying for qualification on the men's side at the Worlds.",151
Italy at the 2020 Summer Olympics,Swimming,"Italian swimmers further achieved qualifying standards in the following events (up to a maximum of 2 swimmers in each event at the Olympic Qualifying Time (OQT), and potentially 1 at the Olympic Selection Time (OST)): To assure their selection to the Olympic team, swimmers must finish in the top two of the final (or in heat-declared winner races on time for long-distance freestyle) inside the federation's target standards at the 2019 Italian Open Championships (December 12 to 14), 2020 Italian Open Championships (December 17 to 19), 2021 Italian Absolute Championships (March 31 to April 3), and 2021 European Championships in Budapest, Hungary (May 17 to 23).
MenWomenMixeda  Swimmers who participated in the heats only.",156
Italy at the 2020 Summer Olympics,Table tennis,"Italy entered one athlete into the table tennis competition at the Games, marking the country's return to the sport for the first time since London 2012. Debora Vivarelli was automatically selected among the top ten table tennis players vying for qualification in the women's singles based on the ITTF Olympic Rankings of June 1, 2021.",68
Italy at the 2020 Summer Olympics,Taekwondo,"Italy entered two athletes into the taekwondo competition at the Games for the first time since London 2012. Vito Dell'Aquila qualified directly for the men's flyweight category (58 kg) by finishing among the top five taekwondo practitioners at the end of the WT Olympic Rankings. Meanwhile, 2019 world champion Simone Alessio scored a semifinal victory in the men's welterweight category (80 kg) to book the remaining spot on the Italian taekwondo squad at the 2021 European Qualification Tournament in Sofia, Bulgaria.",115
Italy at the 2020 Summer Olympics,Tennis,"Italy entered five tennis players (four men and one woman) into the Olympic tournament. Matteo Berrettini (world no. 9), Jannik Sinner (world no. 23), Lorenzo Sonego (world no. 26) and Fabio Fognini (world no. 29), qualified directly for the men's singles as four of the top 56 eligible players in the ATP World Rankings, while Camila Giorgi (world no. 76) did so for the women's singles along with rookie Jasmine Paolini (world no. 87) based on their WTA World Rankings of June 14, 2021. On 3 July, rookie Lorenzo Musetti (world no. 61) replaces Sinner, who withdrew due to personal concerns. On July 18, Matteo Berrettini withdrew due to a thigh injury.
MenWomen",174
Italy at the 2020 Summer Olympics,Triathlon,"Italy qualified five triathletes (three men and two women) for the following events at the Games by winning the silver medal and securing the first of three available berths at the 2021 ITU Mixed Relay Olympic Qualification Tournament in Lisbon, Portugal.
IndividualRelay",58
Italy at the 2020 Summer Olympics,Beach,"Italy men's beach volleyball pair qualified for the Games by advancing to the final match and securing an outright berth at the 2019 FIVB World Olympic Qualifying Tournament in Haiyang, China. Another slot was awarded to the Italian female beach volleyball pair by virtue of its top 15 placement in the FIVB Olympic Rankings of 13 June 2021.",71
Italy at the 2020 Summer Olympics,Weightlifting,"Italy entered four weightlifters into the Olympic competition. Mirko Zanni (men's 67 kg), Antonino Pizzolato (men's 81 kg), and Rio 2016 Olympian Giorgia Bordignon (women's 64 kg) secured one of the top eight slots each in their respective weight divisions based on the IWF Absolute World Rankings, with Davide Ruiu  topping the field of weightlifters from the European zone in the men's 61 kg category based on the IWF Absolute Continental Rankings.",110
Italy at the 2020 Summer Olympics,Wrestling,"Italy qualified two wrestlers for each of the following classes into the Olympic competition. One of them finished among the top six to claim an Olympic slot in the men's freestyle 74 kg at the 2019 World Championships, while an additional license was awarded to the Italian wrestler, who progressed to the top two finals of the men's freestyle 97 kg at the 2021 World Qualification Tournament in Sofia, Bulgaria.

Men's freestyle",90
Cambodia at the 2020 Summer Olympics,Summary,"Cambodia competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, due to the COVID-19 pandemic. This was the nation's seventh consecutive appearance at the Summer Olympics in the post-Soviet era.",71
Water polo at the 2020 Summer Olympics,Summary,"The water polo tournaments at the 2020 Summer Olympics took place at the Tokyo Tatsumi International Swimming Center in Kōtō. Twenty-two teams (twelve for men and ten for women) competed in the tournament, an increase of two from the previous editions. Water polo was also the last sport played before the closing ceremony.
It was originally scheduled to be held in 2020, but on 24 March 2020, the Olympics were postponed to 2021 due to the COVID-19 pandemic.",107
Cameroon at the 2020 Summer Olympics,Summary,"Cameroon competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. It was the nation's fifteenth consecutive appearance at the Summer Olympics.",65
Cameroon at the 2020 Summer Olympics,Boxing,"Cameroon entered three male boxers into the Olympic tournament. Rio 2016 Olympian Wilfried Ntsengue (men's middleweight), along with rookies Albert Mengue (men's welterweight) and Maxime Yegnong (men's super heavyweight), secured their spots by advancing to the final match of their respective weight divisions at the 2020 African Qualification Tournament in Diamniadio, Senegal.",88
Cameroon at the 2020 Summer Olympics,Judo,"Cameroon qualified two female judoka for each of the following weight classes at the Games. Rio 2016 Olympian Hortence Atangana was selected among the top 18 judoka of the women's heavyweight (+78 kg) category based on the IJF World Ranking List of June 28, 2021, while 2019 African Games bronze medalist Ayuk Otay Arrey Sophina (women's middleweight, 70 kg) accepted a continental berth from Africa as the nation's top-ranked judoka outside of direct qualifying position.",109
Cameroon at the 2020 Summer Olympics,Swimming,"Cameroon received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",49
Cameroon at the 2020 Summer Olympics,Table tennis,"Cameroon entered one athlete into the table tennis competition at the Games for the first time in eight years. London 2012 Olympian Sarah Hanffou scored a semifinal victory to occupy one of the four available spots in the women's singles at the 2020 African Olympic Qualification Tournament in Tunis, Tunisia.",64
Cameroon at the 2020 Summer Olympics,Weightlifting,Cameroon entered two female weightlifters into the Olympic competition. Jeanne Gaëlle Eyenga (women's 76 kg) and Clementine Meukeugni (women's 87 kg) topped the list of weightlifters from Africa in their respective weight categories based on the IWF Absolute Continental Rankings.,67
Cameroon at the 2020 Summer Olympics,Wrestling,"Cameroon qualified one wrestler for the women's freestyle 53 kg into the Olympic competition, by progressing to the top two finals at the 2021 African & Oceania Qualification Tournament in Hammamet, Tunisia.

Women's freestyle",53
Water polo at the 2020 Summer Olympics – Men's qualification,Summary,"The qualification for the 2020 men's Olympic water polo tournament allocated twelve teams quota spots: the hosts, the top team in the World League, the top two teams in the World Championships, five continental Olympic qualification tournament champions, and the three top teams at an Olympic qualifying tournament.",60
Water polo at the 2020 Summer Olympics – Men's qualification,Asia,"Nur-Sultan, Kazakhstan, was supposed to host the Asian continental tournament from 12 to 16 February. In late January the event was cancelled as the Kazakh Government suspended all flights and visas from China due to concerns about the coronavirus pandemic in the Eastern part of the country. In mid-February AASF decided to use the final ranking of 2018 Asian Games to allocate its continental quotas to the winners and the slots in WQT to the following teams in said ranking; the decision must yet be made official by FINA and IOC before the World Qualification Tournament, scheduled from 22 to 29 March.",127
Water polo at the 2020 Summer Olympics – Men's qualification,World Qualification Tournament,"The tournament was scheduled to be contested in Rotterdam, Netherlands, from 31 May to 7 June but was postponed to 14 to 21 February 2021 due to the COVID-19 pandemic. The draw of pools was held at FINA headquarters in Lausanne, Switzerland, on 11 February 2020. The top three teams qualified for the Olympics. It than took place from 21 to 28 February 2021.",86
Belgium at the 2020 Summer Olympics,Summary,"Belgium competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. Since the nation's official debut in 1900, Belgian athletes have appeared in every edition of the Summer Olympic Games, with the exception of the 1904 Summer Olympics in St. Louis.",86
Belgium at the 2020 Summer Olympics,Athletics,"Belgian athletes further achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of 3 athletes in each event):

DNS = Did not start
NM = No valid trial recorded
Track & road events
Men* reserves 

Women* reserves 

MixedField eventsCombined events – Men's decathlonCombined events – Women's heptathlon",94
Belgium at the 2020 Summer Olympics,Badminton,"Belgium entered one badminton player into the Olympic tournament. Set to compete at her third consecutive Games, Lianne Tan secured a spot in the women's singles at the Games based on the BWF Race to Tokyo Rankings.",51
Belgium at the 2020 Summer Olympics,Women's tournament,"Belgium women's basketball team qualified for the first time for the Olympics as one of two highest-ranked eligible squads at the Ostend meet of the 2020 FIBA Women's Olympic Qualifying Tournament.
Team rosterThe roster was announced on 4 July 2021.
Group play

Quarterfinal",64
Belgium at the 2020 Summer Olympics,Men's tournament,"Belgium men's national 3x3 team qualified for the Olympics by securing a top finish at the 2021 Universality Olympic Qualifying Tournament.
Team rosterThe players were announced on 3 July 2021.
Rafael Bogaerts
Nick Celis
Thierry Mariën
Thibaut VervoortGroup play

Semifinal
Bronze medal match",83
Belgium at the 2020 Summer Olympics,Slalom,"Belgium entered one canoeist to compete in the men's K-1 class at the Games, as the International Canoe Federation accepted the nation's request to claim an unused berth from the 2020 Oceania Championships.",48
Belgium at the 2020 Summer Olympics,Sprint,"Belgium qualified a boat in the women's K-2 200 m for the Games by finishing fourth overall and second among those nations eligible for Olympic qualification at the 2019 ICF Canoe Sprint World Championships in Szeged, Hungary. Meanwhile, one additional boat was awarded to the Belgian canoeist in the men's K-1 1000 m by winning the gold medal at the 2021 European Canoe Sprint Qualification Regatta.
Qualification Legend: FA = Qualify to final (medal); FB = Qualify to final B (non-medal)",117
Belgium at the 2020 Summer Olympics,Road,"Belgium entered a squad of eight riders (five men and three women) to compete in their respective Olympic road races, by virtue of their top 50 national finish (for men) and top 22 (for women) in the UCI World Ranking.
MenWomen",57
Belgium at the 2020 Summer Olympics,Track,"Following the completion of the 2020 UCI Track Cycling World Championships, Belgian riders accumulated spots for both men and women in madison and omnium based on their country's results in the final UCI Olympic rankings.

OmniumMadison* Lindsay De Vylder and Shari Bossuyt will travel as reserves",67
Belgium at the 2020 Summer Olympics,Mountain biking,"Belgian mountain bikers qualified for one men's and one women's quota place each into the Olympic cross-country race, as a result of the nation's thirteenth-place-finish for men and fourteenth for women, respectively, in the UCI Olympic Ranking List of 16 May 2021.",65
Belgium at the 2020 Summer Olympics,Equestrian,"Belgium fielded a squad of three equestrian riders into the Olympic team jumping competition by winning the gold medal and securing the first of three available berths for Group A and B at the European Championships in Rotterdam, Netherlands. Meanwhile, two riders were added to the Spanish roster based on the following results in the individual FEI Olympic rankings: a top two finish outside the group selection for Group B (South Western Europe) in eventing and a highest overall placement outside the group and continental selection in dressage.With Ireland withdrawing from the team dressage competition, Belgium received an invitation from FEI to send a dressage team to the Games, as the highest-ranked composite team, not yet represented. Belgium is hence set to compete in team dressage for the first time since Amsterdam 1928.Belgian equestrian squads for eventing and jumping were named on June 24, 2021. The dressage team was named on July 3, 2021.",196
Belgium at the 2020 Summer Olympics,Dressage,"Alexa Fairchild and Dabanos have been named the travelling alternates.
Qualification Legend: Q = Qualified for the final; q = Qualified for the final as a lucky loser",43
Belgium at the 2020 Summer Olympics,Artistic,"Belgium fielded a full squad of four gymnasts in the women's artistic gymnastics events by finishing seventh out of nine nations eligible for qualification in the team all-around at the 2019 World Artistic Gymnastics Championships in Stuttgart, Germany.
WomenTeamAll-around finalUneven barsBalance beamFloor exercise",71
Belgium at the 2020 Summer Olympics,Judo,"Four Judoka have qualified through being in the top 18 of the IJF World Ranking List in their respective class. Additionally, Gabriella Willems received one of the additional places for European athletes, but was unable to compete due to a knee injury.",55
Belgium at the 2020 Summer Olympics,Rowing,"Belgium qualified one boat in the men's lightweight double sculls for the Games by winning the B-final and securing the last of seven berths available at the 2019 FISA World Championships in Ottensheim, Austria.
Qualification Legend: FA=Final A (medal); FB=Final B (non-medal); FC=Final C (non-medal); FD=Final D (non-medal); FE=Final E (non-medal); FF=Final F (non-medal); SA/B=Semifinals A/B; SC/D=Semifinals C/D; SE/F=Semifinals E/F; QF=Quarterfinals; R=Repechage",157
Belgium at the 2020 Summer Olympics,Sailing,"Belgian sailors qualified one boat in each of the following classes through the 2018 Sailing World Championships, the class-associated Worlds, and the continental regattas.
M = Medal race; EL = Eliminated – did not advance into the medal race",54
Belgium at the 2020 Summer Olympics,Shooting,"Belgian shooters achieved quota places for the following events by virtue of their best finishes at the 2018 ISSF World Championships, the 2019 ISSF World Cup series, and Asian Championships, as long as they obtained a minimum qualifying score (MQS) of June 5, 2021.",58
Belgium at the 2020 Summer Olympics,Skateboarding,Lore Bruggeman and Axel Cruysberghs have qualified for the games by finishing top 16 in the Olympic world skateboarding rankings for the women's street and men's street competitions respectively.,43
Belgium at the 2020 Summer Olympics,Swimming,"Belgian swimmers achieved qualifying standards in the following events (up to a maximum of 2 swimmers in each event at the Olympic Qualifying Time (OQT), and potentially 1 at the Olympic Selection Time (OST)): Two-time Olympian Pieter Timmers originally qualified in 2019, however he officially announced his retirement from the sport at the end of 2020 swimming season and instead returned their quota spot.",86
Belgium at the 2020 Summer Olympics,Taekwondo,Belgium entered one athlete into the taekwondo competition at the Games. Rio 2016 Olympian Jaouad Achab qualified directly for the men's lightweight category (68 kg) by finishing among the top five taekwondo practitioners at the end of the WT Olympic Rankings.,61
Belgium at the 2020 Summer Olympics,Triathlon,"Belgium qualified four triathletes for the following events at the Games by winning the gold medal and securing the first of three available berths at the 2021 ITU Mixed Relay Olympic Qualification Tournament in Lisbon, Portugal.
IndividualRelay",53
Madrid bid for the 2020 Summer Olympics,Applicant City phase,"The last time the Olympic Games were hosted in Spain was in 1992 when Barcelona hosted the XXV Olympiad. This was the only time the Olympic Games were staged in Spain. Madrid was nominated by the Spanish Olympic Committee on June 1, 2011. It was then approved by the government a month later.
On September 8, 2011 it was announced that Alejandro Blanco, president of the Spanish Olympic Committee, would preside the Madrid 2020 bid. Shortly after his appointment he defended Madrid's ability to host the games despite Spain's current economic problems arguing that the games would be an investment. The following week IOC President Jacques Rogge defended Madrid and Rome's ability to host the games given the current eurozone debt crisis. He said that both cities already have a lot of venues in place and that not much would need to be built. He continued by saying that at the very most some venues would need upgrades and that both cities had the  infrastructure needed to host the games. The bid's budget will be between $30.2 million and $35.3 million. In December 2011, Madrid's new mayor, Ana Botella confirmed her support for the bid.In January 2012, the bid received the support of the Spanish Committee of Representatives of Persons with Disabilities.Madrid 2020 revealed their logo and website on January 30, 2012. A survey carried out between December 2011 and January 2012 found that 84% of Spanish citizens supported the Madrid bid to host the Olympic Games in 2020. 90% of those surveyed believe that hosting the games will be positive because it will help to employ people. 75% of Madrid residents supported the Olympic bid.",332
Madrid bid for the 2020 Summer Olympics,Candidate City phase,"On May 23, 2012, the IOC selected Madrid as a Candidate City for the 2020 Summer Olympics.In July 2012, Madrid's bid secured the support of over one hundred companies.
Madrid 2020 submitted their candidature file to the IOC on January 7, 2013. They later presented their candidature file to the International Paralympic Committee on February 1, 2013.The IOC Evaluation Commission visited Madrid from March 18 to March 21, 2013.At the Extraordinary General Assembly of the Association of National Olympic Committees, in June 2013, Madrid 2020 stated that hosting the games would boost the Spanish economy, which is expected to start recovering by the last quarter of 2013, and was predicted to grow over the following five years.The 2020 IOC Evaluation Commission Report on the Candidate Cities for the 2020 Summer Olympics was released on June 25.Madrid 2020 gave a presentation of their bid to the IOC at an Extraordinary session in Lausanne in July 2013.In July 2013, the bid launched their ""Illuminate the Future"" slogan.",211
Madrid bid for the 2020 Summer Olympics,125th IOC Session,"Prior to the host city election, FC Barcelona's Lionel Messi pledged his support for Madrid's bid for the 2020 Summer Olympics.At the 125th IOC Session in Buenos Aires, Argentina Madrid was eliminated from the election following a tie with Istanbul. Madrid was eliminated in the tie-breaking vote. Tokyo was ultimately elected as the host city.",72
Madrid bid for the 2020 Summer Olympics,"Outlook, Conclusion and Future","Madrid's bid was considered to be hurt by Spain's weak economy as well as the Operación Puerto doping case. Following Madrid's failure to secure the 2020 Olympics, it was confirmed that Madrid would not be bidding for the 2024 Summer Olympics.Barcelona had expressed interest in bidding for the 2022 Winter Olympics, but did not bid, instead expressing an interest to submit a bid for the 2026 Winter Olympics, which did not come to fruition either.
On 17 June 2019, the newly elected Mayor of Madrid José Luis Martínez-Almeida announced that they would explore a bid for the 2032 Summer Olympics, but games were given for Brisbane region in Australia and it's unclear what the situation is for 2036 Summer Olympics.",155
Madrid bid for the 2020 Summer Olympics,Previous bids,"Madrid bid for the 1972 Summer Olympics and lost to Munich. They bid for the 2012 Olympics and lost in the third round of voting. London went on to defeat Paris in the final round. Madrid's most recent bid was for the 2016 Olympics, which they lost to Rio de Janeiro in the final round of voting.
Madrid's 2020 bid was their third consecutive bid for the games and fourth overall bid. The Games have been held in Spain on just one previous occasion, the 1992 Summer Olympics in Barcelona.",106
Madrid bid for the 2020 Summer Olympics,Previous bids from other Spanish cities,"Aside from Barcelona's successful 1992 bid, Barcelona bid for the 1924 Summer Olympics but lost to Paris. They later made a bid for the 1936 Games but lost to Berlin.
Seville bid for the 2004 Summer Olympics as well as the 2008 Games but they lost to Athens and Beijing respectively.Jaca made four bids for the Winter Olympics. They first bid for the 1998 Olympics but lost to Nagano. They then bid for the Winter Olympics in 2002, 2010 and 2014 but failed to become a candidate for those three games. Those Winter Games were awarded to Salt Lake City, Vancouver and Sochi respectively.",129
Madrid bid for the 2020 Summer Olympics,Venues,"For the 2020 Olympics, 28 of the 36 required venues already existed. Six permanent new venues needed to be constructed while two temporary venues would have been needed. The venues would comprise two zones.",41
Madrid bid for the 2020 Summer Olympics,Olympic Park Cluster,"Olympic Stadium - Athletics, Ceremonies
Aquatic Centre - Aquatics (swimming, diving, water polo and synchronised swimming)
Gymnastics Pavilion - Gymnastics (artistic, rhythmic and trampoline)
Velodrome - Cycling (track)
BMX Track - Cycling (BMX)",76
Madrid bid for the 2020 Summer Olympics,IFEMA Cluster,"IFEMA Trade Fair Centre Halls - Badminton, Wrestling, Fencing, Weightlifting, Judo, Boxing, Taekwondo, Table Tennis
Alfredo di Stéfano Stadium - Rugby
Ciudad Real Madrid - Hockey",55
Madrid bid for the 2020 Summer Olympics,Individual venues,"Buen Retiro Park - Beach Volleyball
La Gavia Slalom Course - Canoe/Kayak (slalom)
Palacio de Deportes - Volleyball
Santiago Bernabéu Stadium - Football (finals)
Urban circuit - Cycling (road)
Las Ventas - Basketball
Paracuellos Shooting Centre - Shooting",81
Madrid bid for the 2020 Summer Olympics,Venues outside Madrid,"Port of Valencia - Sailing
Estadi Olímpic Lluís Companys - Football
La Romareda - Football
Estadio Nuevo José Zorrilla - Football
Estadio Nuevo Arcángel - Football
La Rosaleda Stadium - Football",65
Baku bid for the 2020 Summer Olympics,Summary,"Baku 2020 (Azerbaijani: 'Bakı 2020') was a bid for the 2020 Summer Olympics by the city of Baku and the National Olympic Committee of Azerbaijan. Bids were also placed by Doha, Istanbul, Madrid, Rome (which later cancelled its bid) and the chosen host city of Tokyo.",72
Baku bid for the 2020 Summer Olympics,History,"It was announced on September 1, 2011 that Baku submitted a bid to host the 2024 Olympics. Baku bid to host the 2016 Summer Olympics but failed to become a candidate. Those games ultimately were awarded to Rio de Janeiro. Baku's 2020 bid was their second bid. On September 13, 2011 it was announced that Azerbaijan's Deputy Prime Minister Yagub Eyubov would head the Baku 2020 bid. Youth and Sports Minister Azad Rahimov claimed that Baku would be ready to stage the 2020 Olympics by 2016 citing that many sports facilities would have been built. Baku is already building an Olympic Stadium as well as an Olympic complex which will include a pool. On October 20, 2011, the Russian Olympic Committee announced that they supported Baku's bid.In their campaign to host the 2020 Summer Olympic Games, Baku's bid committee appointed three leading international agencies; pmplegacy, Burson-Marsteller and Adore Creative in November 2011. Later on that month, Baku 2020 appointed Konul Nurullayeva to be the CEO of the Baku 2020 Bid Committee. Baku 2020 has hired a team of experts to help them with their bid. One of the experts they have hired is Bob Elphinston who was the general manager of Sydney's successful bid to host the 2000 Summer Olympics. In December 2011, Baku 2020 revealed their bid logo. The logo is inspired by carpets which are an important product which is commonly made in Azerbaijan. The slogan of the bid is ""Together We Can"".Prior to the start of the 2012 Winter Youth Olympics, Baku 2020 announced the opening of a new ski resort in Azerbaijan. It will be the first major ski resort in the country. Baku 2020 CEO Konul Nurullayeva said it will compel Azerbaijan to send athletes to the 2016 Winter Youth Olympics and to the Winter Olympics in the future. Azerbaijan President Ilham Aliyev has declared 2012 as a ""year of sport"" which will help promote the Olympic Movement in the country as well as promote Baku's Olympic bid.The bid enjoyed high public support. A poll conducted in December 2011 revealed that 95% of the country supported the bid and 93% of those polled felt that hosting the games would have a positive impact on sports in Azerbaijan.Baku submitted their application file to the IOC on February 1, 2012. The National Assembly of Azerbaijan voted to endorse the bid in February 2012.It was announced in March 2012 that Azerbaijan and Georgia were interested in bidding to co-host the UEFA Euro 2020 Championship. Azerbaijan decided to keep their focus on the Baku Olympic bid. As a result, Georgia has submitted a bid to host UEFA Euro 2020.Baku 2020 hired Helios Partners as a bid consultant in April 2012. Helios Partners was set to work with Rome's 2020 bid but the bid was withdrawn. Helios Partners played a role in the winning bids by Sochi and Pyeongchang for the 2014 and 2018 Winter Olympics respectively.",606
Baku bid for the 2020 Summer Olympics,"Outlook, conclusion and future","Baku failed to become a Candidate City when the IOC selected the candidate cities on May 23, 2012. After Baku failed to become a candidate, Azerbaijan joined forces with neighboring Georgia in a bid to host UEFA Euro 2020. However, this plan failed when UEFA announced that UEFA Euro 2020 would be held across Europe in multiple countries. It has been stated that Baku would bid again for the 2024 Summer Olympics.Baku hosted the 2015 European Games which were the first European Games to be held.
Tokyo was ultimately elected as the host city of the 2020 Summer Olympics at the 125th IOC Session in Buenos Aires, Argentina.",132
Baku bid for the 2020 Summer Olympics,Overview,"The city hosted many sporting events, including the Rhythmic Gymnastics European Championships in 2007 and 2009, the 2005 World Rhythmic Gymnastics Championships, 2007 FILA Wrestling World Championships and 2010 European Wrestling Championships, the 2011 World Amateur Boxing Championships, 2009 Women's Challenge Cup and the European Taekwondo Championships in 2007. As of 2011, the city annually hosts WTA tennis event called Baku Cup. The city hosted the 2012 FIFA U-17 Women's World Cup and hosted the Eurovision Song Contest 2012.",110
Baku bid for the 2020 Summer Olympics,Venues,"In Baku's 2016 bid, their venue proposals received low scores due to Baku's lack of sufficient sports facilities at the time. Baku's 2020 bid consisted of a four cluster concept that includes competition and non competition venues. Since Baku's 2016 bid, Baku has invested in the construction of new sports venues that can be used during an Olympic Games. Baku Olympic Stadium, the largest stadium in Azerbaijan, was completed in 2015. The Stadium is able to seat 68,700 people. Baku has embarked on construction of a hockey arena, a wrestling arena, and a training center. Baku is also building a new aquatics center.",134
Aruba at the 2020 Summer Olympics,Summary,"Aruba competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. It was the nation's ninth appearance at the Olympic Games.",62
Aruba at the 2020 Summer Olympics,Shooting,"Aruba received an invitation from the Tripartite Commission to send a men's pistol shooter to the Olympics, as long as the minimum qualifying score (MQS) was fulfilled by June 5, 2021, marking the nation's Olympic debut in the sport.",54
Aruba at the 2020 Summer Olympics,Swimming,"Aruba received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",48
North Macedonia at the 2020 Summer Olympics,Summary,"North Macedonia competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. It was the nation's seventh consecutive appearance at the Summer Olympics and the first under the country's new name.",72
North Macedonia at the 2020 Summer Olympics,Shooting,"North Macedonia received an invitation from the Tripartite Commission to send a men's air pistol shooter to the Olympics, as long as the minimum qualifying score (MQS) was fulfilled by June 5, 2021.",45
North Macedonia at the 2020 Summer Olympics,Swimming,"North Macedonia received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",48
North Macedonia at the 2020 Summer Olympics,Taekwondo,"North Macedonia entered one athlete into the taekwondo competition at the Games for the first time in history. Dejan Georgievski secured a spot in the men's heavyweight category (+80 kg) with a top two finish at the 2021 European Qualification Tournament in Sofia, Bulgaria.",61
North Macedonia at the 2020 Summer Olympics,Wrestling,"For the first time since Beijing 2008, North Macedonia qualified one wrestler for the men's freestyle 97 kg, as a result of a top six finish at the 2019 World Championships.

Men's freestyle",45
World and Olympic records set at the 2020 Summer Olympics,Summary,"Numerous world records and Olympic records were set in various events at the 2020 Summer Olympics in Tokyo. Some events occur over non-standard conditions (e.g., canoeing) in which case there are no official records, just ""world best"" and ""olympic best"" results.",63
